Month (text),GMT,London Mean Roadside:Nitric Oxide (ug/m3),London Mean Roadside:Nitrogen Dioxide (ug/m3),London Mean Roadside:Oxides of Nitrogen (ug/m3),London Mean Roadside:Ozone (ug/m3),London Mean Roadside:PM10 Particulate (ug/m3),London Mean Roadside:PM2.5 Particulate (ug/m3),London Mean Roadside:Sulphur Dioxide (ug/m3),London Mean Background:Nitric Oxide (ug/m3),London Mean Background:Nitrogen Dioxide (ug/m3),London Mean Background:Oxides of Nitrogen (ug/m3),London Mean Background:Ozone (ug/m3),London Mean Background:PM10 Particulate (ug/m3),London Mean Background:PM2.5 Particulate (ug/m3),London Mean Background:Sulphur Dioxide (ug/m3)
Apr-17,18:00,35.8,55.6,110.4,43.2,21.7,12.9,3.2,4.4,29.6,36.4,58.4,16.3,9.9,3.1
Apr-17,19:00,31.8,55,103.7,40,22,13.8,3.2,4.1,32.9,39.2,53,17.7,11.2,3.1
Apr-17,20:00,31.2,54.7,102.6,37.4,22.9,14.5,3.1,4.3,34.7,41.3,48.9,18.6,12.1,2.8
Apr-17,21:00,33.2,55.8,106.7,35.1,22.4,14.7,2.9,5.5,36.1,44.5,45.1,18.6,13.1,2.6
Apr-17,22:00,32,52.8,101.8,35,22.1,13.6,3,5.6,34.3,42.9,43.6,18.4,13.4,2.4
Apr-17,23:00,28.4,47.6,91.1,36.1,20.9,13.2,3,5.5,31.2,39.5,44.4,17.8,12.9,2.2
May-17,00:00,15,35.2,58.1,32.1,19.7,13.5,1.2,2.7,25.3,29.5,42.4,17.3,12.6,2.6
May-17,01:00,12.1,31.2,49.7,33.3,18.8,12.7,1.3,2.5,24.3,28.2,40.8,17.3,12.5,2.3
May-17,02:00,11.8,29.2,47.3,33.1,18.9,12.8,1.5,2.8,22.1,26.5,40,17.4,12.5,2.2
May-17,03:00,16,31.1,55.6,29.8,18.9,12.7,1.5,3.9,22.7,28.8,37.3,17,12.3,2.6
May-17,04:00,30.1,38.2,84.3,25.2,20.1,12.4,2.8,6.5,25.4,35.4,34.2,17.3,11.4,3
May-17,05:00,51.8,48.9,128.2,22,22.4,13.3,3.3,12.6,30.4,49.7,32.2,17.9,11.5,3.4
May-17,06:00,66.7,54.8,157.1,22.5,24.4,13.7,3,16.7,33.5,59.1,32.7,18.9,11.8,3.7
May-17,07:00,65.6,55,155.5,26.2,25.5,13.7,2.8,15,32.5,55.6,36.8,20,12.6,3.8
May-17,08:00,63.1,54.2,150.9,30,25.5,13.1,2.5,12.9,29.9,49.7,42.5,19.6,12.2,4.1
May-17,09:00,56.8,51.9,139,33.8,25,12.5,2.5,10.2,26.2,41.9,49.6,18.8,11.4,4.3
May-17,10:00,52.2,50.7,130.7,36.4,24.4,12.1,2.4,8.6,24.2,37.4,54.6,18.8,10.3,4.2
May-17,11:00,51.3,51,129.6,39.2,24.2,12.5,2.4,8,23.2,35.5,58.8,19,10.2,4.1
May-17,12:00,48,50.1,123.7,40.9,24.1,12.2,2.4,7.4,22.1,33.4,61.7,18.4,10.4,3.9
May-17,13:00,47.2,50.9,123.1,41.7,24.4,12.4,2.4,7.6,22.8,34.5,63.1,18.5,10.1,3.9
May-17,14:00,47.3,52.3,124.8,42,23.8,12,2.4,7,23.5,34.2,63,18.6,10.2,3.9
May-17,15:00,47.2,53.6,125.9,42.1,23.6,11.9,2.5,6.5,24.5,34.5,62.1,18.3,10.3,3.9
May-17,16:00,44.6,53.4,121.7,42.7,22.7,12.3,2.3,6.5,25.3,35.3,61.5,17.5,10.2,3.9
May-17,17:00,44.9,54.1,122.9,42.1,21.8,12.7,2.1,5.6,26.5,35.2,59.8,16.8,10.2,3.8
May-17,18:00,37.6,52.2,109.9,41.2,21.5,12.7,1.9,5,27.8,35.5,57.3,16.9,10.6,3.6
May-17,19:00,32.2,51.3,100.6,37.4,21.7,13.2,1.7,4.4,29.6,36.4,53,17.6,11.1,3.4
May-17,20:00,30.9,50.8,98.2,32.9,21.3,12.9,1.7,4.5,32,38.9,46.4,17.6,11.4,3.3
May-17,21:00,30.7,49.4,96.4,32.5,21.6,13.4,1.6,4.4,31.9,38.7,43.6,17.8,12.2,3.1
May-17,22:00,26.8,46.1,87.2,32.5,20.9,13.7,1.4,3.9,29.6,35.6,43,17.9,12.4,2.8
May-17,23:00,22.2,42.2,76.3,31.4,20.7,13.7,1.5,3.2,27.8,32.7,41.7,18,13,2.7
Jun-17,00:00,15.8,33.6,57.8,31.2,18.1,11.1,1.4,2.8,22,26.3,40.8,15.1,10.1,2.4
Jun-17,01:00,12.2,28.8,47.6,31.8,17.2,10.7,1.5,2.9,21.6,26,39,14.9,10,2.2
Jun-17,02:00,11.9,27.4,45.6,30.6,16.5,10.4,1.4,2.8,19.7,24,38.1,14.9,10,2.6
Jun-17,03:00,15.5,29.2,52.9,28.1,16.8,10.2,1.6,4.1,20.2,26.4,35.4,14.6,9.4,2.5
Jun-17,04:00,27.8,36,78.6,24,18.1,10.9,2.1,6.5,22.2,32.1,32.7,15.1,9.5,2.8
Jun-17,05:00,46.4,45.7,116.9,21.9,20.3,11.7,2.5,9.5,25.4,40,32,15.5,9.7,2.9
Jun-17,06:00,58.8,50.9,141.2,22.9,21.8,11.9,2.6,11.7,27.5,45.4,33.8,16.1,9.8,3.1
Jun-17,07:00,57.7,51.3,139.8,26.1,22.5,11.5,2.5,11.1,27.1,44.1,38,17.2,9.6,3.3
Jun-17,08:00,57.5,51.2,139.3,29.1,22.7,11.1,2.4,10,24.9,40.2,43.9,16.8,9.1,3.4
Jun-17,09:00,54.6,50.7,134.4,32.5,22.3,10.4,2.3,8.6,22.5,35.7,50,16.8,8.9,3.2
Jun-17,10:00,50.8,49.5,127.4,35.5,22.2,10.2,2.2,7.4,20.5,31.9,55.5,16.5,8.3,3.1
Jun-17,11:00,48.2,50,123.9,37.8,22.4,10.1,2.2,6.8,19.6,29.9,59.5,16.9,8.3,3.1
Jun-17,12:00,45.5,50.2,119.9,39.7,23,10.6,2.1,6.3,19.3,29,64,16.8,8.6,3.1
Jun-17,13:00,43.8,51,118.2,42.6,23.2,10.8,2.2,6.7,19.5,29.7,67.9,17.3,8.7,3
Jun-17,14:00,45,53,122,44.6,23.3,11.2,2.2,5.8,19.8,28.7,70.5,17.5,9.3,3.1
Jun-17,15:00,44.3,54.3,122.3,45.4,23,11.5,2.2,5.6,20.7,29.3,70.1,17.2,9.2,3
Jun-17,16:00,42.9,54.3,120.1,43.4,23.1,11.5,2,5.5,22.1,30.6,67.9,17,9.6,3
Jun-17,17:00,41.7,53.7,117.6,42.1,22.7,12.4,1.8,5.1,22.5,30.4,65.9,16.9,9.4,2.9
Jun-17,18:00,36.1,51.2,106.6,40.7,22.4,12.7,1.6,4.2,23.1,29.5,62.3,16.6,9.6,3
Jun-17,19:00,28.8,47.1,91.2,39.9,22,12.8,1.6,3.3,23.7,28.9,58.4,16.9,9.8,2.9
Jun-17,20:00,25.1,44.6,83.1,37.9,21.5,12.5,1.5,3.1,25.3,30.1,53.3,17.6,10.1,2.9
Jun-17,21:00,27.6,45.6,87.9,33.7,21,12.8,1.4,3.3,26.3,31.3,47.6,17.4,10.6,2.8
Jun-17,22:00,27,44.3,85.7,31.4,20.2,12.5,1.6,3.4,25.6,30.8,45,16.2,10.5,2.7
Jun-17,23:00,22.1,40.2,74,31.2,19.5,12,1.6,3.2,24.1,29,42.8,15.5,10.3,2.7
Jul-17,00:00,15.6,30.5,54.4,24.4,14.4,8.2,0.3,2.5,21.5,22,32.9,12.4,7.6,2.9
Jul-17,01:00,11.7,25.4,43.4,25.9,13,7.7,0.3,2.1,19.6,20,32.5,11.5,7,2.8
Jul-17,02:00,11.2,23.6,40.8,25.7,12,7.1,0.4,2.1,17,18.4,33.8,10.8,7.1,2.8
Jul-17,03:00,14.5,25.4,47.7,24,12.2,7.2,0.7,2.8,17.3,19.4,31.5,10.6,7,2.9
Jul-17,04:00,26.2,31.6,71.7,19.1,13.5,7.9,1.2,5.1,19.9,24.8,28,11.3,7.1,3
Jul-17,05:00,44.9,40.1,108.9,16.3,15.7,8.9,1.6,8.9,23.1,32.6,26.1,11.8,7,3
Jul-17,06:00,57.4,44.4,132.3,17.4,17.9,9.3,1.2,11.1,24.4,37.2,26.5,12.8,7.5,3.2
Jul-17,07:00,56.8,44,131.1,19.4,19.3,9.5,1.3,11.5,23.7,37.4,29.6,14.1,7.7,3.3
Jul-17,08:00,55.7,43.9,129.4,22.8,19.5,9.7,1.2,10.4,21.7,33.7,34.8,14.5,7.9,3.4
Jul-17,09:00,53.9,44.3,126.9,26.1,18.7,9.6,1.2,8.9,19.6,29.6,40.6,13.9,7.5,3.4
Jul-17,10:00,50.4,44.1,121.4,28.9,18.5,9.7,0.9,8.1,18.3,27.1,46.1,13.3,7.2,3.3
Jul-17,11:00,49.8,45.1,121.5,30.8,18.7,9.5,1,7.5,18,26,50,13.6,7.2,3.3
Jul-17,12:00,48.3,45.6,119.7,32.3,18.2,9.6,1,7.5,18.2,26.2,52.7,13,7.3,3.5
Jul-17,13:00,47,47.3,119.3,33.6,18.7,9.9,1.1,7.3,18.4,26.5,55.6,13.2,7.7,3.1
Jul-17,14:00,45.7,48.4,118.5,35.5,18.7,10.1,1.2,6.5,18.5,25.3,59,13.1,7.4,3.1
Jul-17,15:00,46.5,50.3,121.6,36.7,18.7,10,1,6,19,24.7,60.6,13.1,7.4,3.1
Jul-17,16:00,46.3,51.2,122.2,36.9,18.1,9.9,0.9,5.7,20,24.8,60,12.7,7.4,3
Jul-17,17:00,45.9,51.7,122.1,36.4,18.7,10.3,0.8,5,20.9,24.4,58.6,12.9,7.8,3.1
Jul-17,18:00,39.8,48.8,109.9,34.9,18.8,10.5,0.8,4.6,22.2,24.9,55.1,13.4,7.8,3
Jul-17,19:00,34.5,47.2,100.1,32,18.4,10.5,0.5,3.9,23.8,25.3,50,14,7.8,2.9
Jul-17,20:00,31.3,46.6,94.6,28,18.6,10.7,0.5,3.7,26.1,27.2,44.5,14.6,8,2.9
Jul-17,21:00,33.3,47,98,25.5,18.5,10.9,0.4,3.9,27.3,28.6,39.1,14.5,8.2,2.9
Jul-17,22:00,28.5,43.2,86.9,23.7,17,10,0.4,3.8,26.5,28.9,35.6,13.7,8.4,2.9
Jul-17,23:00,22.5,37.7,72.2,23.1,16,9.1,0.4,3.1,24,26.1,33.9,13.1,8.1,2.7
Aug-17,00:00,19.9,33.9,64.5,21.6,16.9,10.7,0.1,6.4,25.7,31.5,27.1,14.7,10,1.1
Aug-17,01:00,15.5,29.4,53.2,23.1,15.7,10.4,0,5.3,23.2,28.2,27.5,14,9.8,1.1
Aug-17,02:00,15.1,28,51.2,21.5,15.9,10.6,0,4.7,21.2,25.9,27.5,14.1,10.1,1
Aug-17,03:00,19,29.1,58.2,19.5,16,10.4,0.6,5.5,21.2,26.3,25.6,14.1,9.9,1.1
Aug-17,04:00,33.7,35.3,86.9,14.7,17.2,10.9,1.3,8.3,23.3,32.2,22.5,14.2,9.6,1.3
Aug-17,05:00,59.3,46.1,137,11.9,19.5,11.9,1.7,14.7,27.4,45.6,19.2,14.7,9.4,1.5
Aug-17,06:00,73.5,50.9,163.6,12.5,21,11.8,1.3,18.7,29.8,54.4,19.6,15.3,9.3,1.6
Aug-17,07:00,69,49.2,155.1,15.7,20.8,11.3,1.1,18.6,29.8,53.8,23.6,15.1,9.1,1.7
Aug-17,08:00,62.4,47.5,143.2,19.1,19.8,10.3,1,14.9,27,46,29.3,14.5,8.8,1.7
Aug-17,09:00,56.6,45.9,132.7,22.2,18.4,9.4,0.8,11.4,23.4,37.6,36,13.7,7.8,1.7
Aug-17,10:00,52.4,45.3,125.6,25,17.9,8.9,0.8,9.8,21.4,33.7,41.6,12.8,7.6,1.7
Aug-17,11:00,49.5,45.5,121.3,27.8,17.4,8.9,0.8,8.1,19.9,29.5,47,12.6,8,1.6
Aug-17,12:00,46.9,45.5,117.3,29.9,17.2,8.9,0.5,7.2,19,27.3,51.3,12.3,7.9,1.5
Aug-17,13:00,45.1,46.1,115.3,31.7,16.2,8.5,0.5,6.7,18.8,26,54.3,11.6,7.2,1.4
Aug-17,14:00,44.5,47.5,115.7,32.8,17,9.1,0.7,6.4,19.1,25.9,56.1,12.1,7.2,1.5
Aug-17,15:00,43.3,48.5,114.9,33.7,16.6,8.8,0.6,5.5,19.4,24.8,57.1,13.2,7.2,1.4
Aug-17,16:00,43.2,49.8,116,33.4,16.8,9,0.6,5.4,20.5,25.7,56,12.3,7.1,1.3
Aug-17,17:00,42.4,50.4,115.3,31.8,17.3,9.7,0.3,4.7,21.7,25,53.1,12.9,7.4,1.3
Aug-17,18:00,39.3,50.4,110.6,29.4,17.5,10.2,0.2,4.7,24.7,27.6,48,13.5,7.6,1.3
Aug-17,19:00,36.8,51,107.4,25.7,18,10.9,0.1,4.8,29,31.4,39.9,14.2,8.5,1.2
Aug-17,20:00,34.7,49.8,103,22.6,19,11.4,0.1,5.7,31.2,35.2,34.1,15,9.5,1.2
Aug-17,21:00,36.1,48.8,104.2,20.3,18.8,11.1,0,6.6,31.2,36.5,31,15.2,9.6,1.2
Aug-17,22:00,33.6,46.3,97.9,19.7,18.5,11.2,0.1,6.9,30.4,37.1,28.6,15,10.1,1.2
Aug-17,23:00,28.5,41.8,85.6,19.9,18.2,11.4,0.1,6.5,28.5,35.5,27.9,15.1,9.7,1.1
Sep-17,00:00,21.7,35.8,69.2,19.2,15.7,11.4,0.9,6.2,26.7,33.1,23.4,13.2,10.4,1.1
Sep-17,01:00,17.8,31.4,58.7,19.9,15.2,10.9,0.9,5.4,24.2,30.3,23.9,13.3,10.8,0.8
Sep-17,02:00,16.3,29,53.9,20.4,14.9,10.5,0.7,5,21.4,26.9,25.1,13.4,10.7,0.7
Sep-17,03:00,20.2,29.6,60.5,18.7,15,10.3,1.3,5.9,20.7,27.2,24.4,13.1,10.2,0.8
Sep-17,04:00,34.2,35.3,87.6,15.1,16.3,11.1,2.3,8.8,22.8,32.8,22.1,13.1,9.7,0.9
Sep-17,05:00,62.6,47.1,143.1,10.9,19.9,12.8,3.3,15.2,28.6,46.8,17.7,14.2,10.1,1.2
Sep-17,06:00,83.2,54.9,182.5,10,22.5,13.7,2.7,23,33.4,63.3,15.2,16.1,12.2,1.5
Sep-17,07:00,81.6,55.4,180.5,12.1,23.1,13.9,2.4,22.9,34.2,63.9,17.9,16.6,11.5,1.8
Sep-17,08:00,72.3,52.4,163.3,16.4,23.2,13.3,2.2,19.3,30.7,55.8,24.9,16.4,11.2,1.8
Sep-17,09:00,65.5,49.9,150.3,20.3,22.1,12.8,2.3,14.8,26,44.8,32.1,15.2,11.5,1.7
Sep-17,10:00,59.8,48.1,139.7,22.8,21.2,12.4,1.8,11.7,23.4,37.3,37.4,14.2,10.8,1.6
Sep-17,11:00,55.8,47.9,133.4,24.8,21.4,12.1,1.8,9.7,21.9,32.8,42,13.9,10,1.6
Sep-17,12:00,54.3,48.7,131.8,26.7,20.2,11.4,1.7,8.5,21.2,30.7,45.4,13.3,9.3,1.5
Sep-17,13:00,53,49.3,130.5,28.5,19.5,10.6,2.1,8.5,21.5,30.8,47.8,13,9.1,1.5
Sep-17,14:00,52.6,51.2,131.9,29.4,19.6,10.7,1.9,8.5,22.8,32.1,48.6,13.2,9,1.5
Sep-17,15:00,52.5,53.5,133.9,29.3,19.6,10.7,1.8,7.9,24.4,32.2,48.1,13.2,8.9,1.6
Sep-17,16:00,51.2,54.9,133.3,27.5,18.6,10.7,1.8,7.6,26.6,33.6,46.1,12.9,9.1,1.6
Sep-17,17:00,51.9,58,137.5,24.9,18.7,11.9,1.9,7,30.1,35.5,41.2,12.9,9,1.4
Sep-17,18:00,52,61,140.7,19.8,19.9,12.9,1.6,8.3,36.1,42.5,32.5,14.1,9.8,1.5
Sep-17,19:00,49.5,60,135.8,16.9,20.6,13.6,1.9,9.7,38.1,47.3,27.6,15.6,11.1,1.3
Sep-17,20:00,42.4,54.7,119.8,16.6,20,13.8,1.6,9.1,36.7,46.3,25.8,15.4,11.7,1.2
Sep-17,21:00,39.8,50.8,111.7,18.2,19.3,13.5,1.4,7.9,33.6,41.4,26.5,14.9,11.7,1.2
Sep-17,22:00,35.9,47.2,102.2,18.2,18.5,13.1,1.4,7.3,31.3,39,26.4,14.5,10.9,1.1
Sep-17,23:00,28.6,41.9,85.7,19.3,17,12,1.2,6.5,28.6,36.1,26.4,13.6,10.5,1.1
Oct-17,00:00,25.4,32.3,71.2,26.7,16.1,9.3,1.3,11,23.4,37.9,31.1,14.2,9.3,3.3
Oct-17,01:00,18.9,27.7,56.6,29.1,15,8.7,0.9,7.7,20.5,30.7,32.8,13.5,8.6,2.7
Oct-17,02:00,17,25.5,51.6,28.9,14,8.2,0.9,6.2,17.4,24.9,34.7,12.9,8.1,2.7
Oct-17,03:00,18.9,25.9,55,28.8,14,8,1.1,6.2,17.2,24.3,34.9,12.6,7.9,2.7
Oct-17,04:00,30.1,32.3,78.5,24.8,14.8,8.3,1.7,8.2,19.4,28.6,33,12.4,7.6,2.8
Oct-17,05:00,52.4,44.6,125,20.2,17.3,9.1,1.9,13.6,26.1,40.6,29.1,13,7.5,3.1
Oct-17,06:00,75.4,55.2,170.8,16.3,19.5,9.9,2.2,20.3,33.2,58.1,23.9,14,8.1,3.2
Oct-17,07:00,81.7,57.9,183.2,15.9,21.6,10.5,2.1,24.4,36.7,68,22,15.7,8.8,3.4
Oct-17,08:00,73.3,54.5,166.9,18.7,22.1,11,1.8,20.6,34,60.4,25.7,16.1,8.7,3.4
Oct-17,09:00,65.5,50.9,151.4,22.6,21.9,10.7,1.8,16,29,49,31.8,15.8,9.3,3.3
Oct-17,10:00,61.2,49.4,143.3,24.5,21.6,10.3,1.7,13.9,26.2,43.1,36.3,16.2,9,3.4
Oct-17,11:00,56.5,48.2,134.8,26.2,21.6,10.3,1.6,12.1,24.6,39.2,39.8,16,8.8,3.3
Oct-17,12:00,54.8,47.9,131.9,26.9,22,10.7,1.3,10.6,23.4,36.1,41.9,16.3,8.8,3.2
Oct-17,13:00,53.1,48,129.4,27.3,22.3,10.5,1.4,10.2,23.2,35.5,43.2,16.1,8.8,3.2
Oct-17,14:00,54.6,49.6,133.4,26.6,21.6,10.8,1.3,10.2,24.3,36.6,42.6,16.3,9,3.3
Oct-17,15:00,55.9,52.3,138,25.3,21.2,10.9,1.4,10,26.8,38.1,40.4,15.9,8.6,3.4
Oct-17,16:00,57.9,56.6,145.5,22.6,21.3,11.4,1.6,10.7,31.5,43.5,36,16.1,8.9,3.4
Oct-17,17:00,63.6,61.5,159.1,19.8,22.2,12.5,1.5,12.9,36.2,51.2,30.7,16.7,9.4,3.5
Oct-17,18:00,67.1,63.4,166.3,17.5,23.4,13.7,1.7,16.8,39.6,60.5,26.7,17.7,10.8,3.5
Oct-17,19:00,63.6,61,158.6,16.9,23.8,14.5,2,19.5,40.1,64.8,24.6,18.1,11.7,3.5
Oct-17,20:00,56.6,55.3,142.1,18.2,22.5,14.4,1.8,19.4,38,63.2,24.9,18.3,12.3,3.6
Oct-17,21:00,52.9,51.1,132.3,19.7,21.4,13.3,1.9,18.9,34.6,59.5,26.2,17.6,11.9,3.6
Oct-17,22:00,46.5,46.6,117.9,20.9,19.8,12.2,1.7,16.4,31.4,53.7,27.2,16.6,10.9,3.4
Oct-17,23:00,37.5,40.6,98.1,23.2,18.3,11.2,1.5,13.9,27.4,46.6,29.3,15.5,10,3.4
Nov-17,00:00,49.9,47.7,124.3,17.6,22.1,15.2,4,26.4,36.1,76.7,21.2,19.9,14.7,2.8
Nov-17,01:00,37.5,40.4,98,20.6,19.5,13.3,3.5,20.8,31.3,63.1,24.4,18.2,13.1,2.4
Nov-17,02:00,29.8,35.7,81.5,21.8,17.4,12,3.4,17.1,27.6,53.7,26.4,16.3,11.8,2.4
Nov-17,03:00,27.3,33.5,75.4,23.4,15.7,10.7,3.3,14.5,25.3,47.7,27.7,14.9,10.9,2.3
Nov-17,04:00,30.6,34.5,81.5,22.8,15.4,10,3.6,14.2,25.3,47.1,26.9,14.1,10.2,2.2
Nov-17,05:00,47.6,41.6,114.6,19.3,16.4,10.4,4.8,16.3,28,53,24.7,14,9.7,2.3
Nov-17,06:00,81.5,54.9,179.9,14.9,18.5,11.5,6.3,25.2,34.9,73.6,20.9,13.9,9.6,2.7
Nov-17,07:00,107.2,64.3,228.8,12.3,20.6,12.3,5.9,37.4,42,99.3,16.9,14.7,10,3.1
Nov-17,08:00,108.1,65.5,231.4,12.7,22,12.4,5.3,42,44.5,108.9,17.6,16.4,10.5,3.3
Nov-17,09:00,96.2,63.4,210.9,15.2,23.6,12.2,4.9,34.7,42.1,95.2,21.9,16.9,10.8,3.3
Nov-17,10:00,87,60.8,194.2,18.6,25.2,12.2,4.5,26.1,37.6,77.7,27.6,17.4,11.1,3.1
Nov-17,11:00,75.5,58.3,174.1,20.6,24.9,11.3,4,19.4,34.4,64.2,31.9,16.3,10,2.8
Nov-17,12:00,67.1,56.4,159.3,21.5,23.8,10.7,4,15.7,32.3,56.4,35.3,15.8,9.5,2.9
Nov-17,13:00,64.6,55.9,155.1,21.7,23.4,10.5,4.1,14.2,32,53.7,35.8,15.7,9.2,2.9
Nov-17,14:00,66.6,58,160.3,21,23.2,11,4.1,14.5,33.7,55.9,34.6,15.5,8.4,2.8
Nov-17,15:00,72.8,63.6,175.3,17.5,23.9,12.1,4.5,16.3,39.1,64.1,29,16,9.1,3.1
Nov-17,16:00,82.1,71,197,13.7,24.8,12.7,4.8,20.5,46.8,78.2,21.5,17.2,9.9,3.2
Nov-17,17:00,88.4,74.4,210,12.1,25.6,14.1,5.2,26.8,51.3,92.4,17.5,17.8,10.9,3.2
Nov-17,18:00,89.8,74.4,212.1,11.9,26.4,16.4,5,29.9,52.2,98,16.5,19.2,13.5,3.3
Nov-17,19:00,84.5,71.5,201.2,12,28,17.3,5,31,51.5,99.1,16.6,20.7,15,3.3
Nov-17,20:00,77.1,66.4,184.6,12.6,28.6,18.9,4.9,33,49.3,99.8,17.5,23,16.7,3.2
Nov-17,21:00,72.4,62.6,173.7,14.2,27.9,19.5,4.8,33.3,46.5,97.6,18.4,22.8,16.5,3.2
Nov-17,22:00,69,59.1,165.1,15.4,26.1,17.7,4.6,32.1,43.4,92.6,19.7,22.3,16.2,3.1
Nov-17,23:00,61.9,54.3,149.3,16.3,24,16.5,4.4,30.5,39.8,86.6,21.2,20.9,15.3,3
Dec-17,00:00,38.1,43.8,102.2,24.5,16.5,10.2,5.2,14.8,31.6,54.3,30.9,13.5,10.1,2.1
Dec-17,01:00,28.4,37.5,81,27.6,14.6,9.2,4.9,11.6,28.2,46,33.2,12.4,9.6,1.8
Dec-17,02:00,21.2,32.4,65,28.6,12.9,8,4.5,9.2,24.4,38.5,35,11.5,8.9,1.4
Dec-17,03:00,17.9,29.1,56.6,29.9,11.9,7.5,4.2,7.4,21.7,33,36.1,10.9,8.5,1.4
Dec-17,04:00,19.1,29.8,59.2,29.4,11.8,7.3,4.6,6.4,21.3,31.1,36.2,10.6,8.1,1.4
Dec-17,05:00,30.6,35.4,82.3,26.3,12.8,7.7,5.1,8.1,23.9,36.4,33.9,10.4,7.8,1.5
Dec-17,06:00,54.6,46,129.8,23,14.2,8.4,5.8,15,30.6,53.6,29.9,10.6,7.7,1.7
Dec-17,07:00,74.6,54.7,169.1,19.9,15.2,8.8,5.9,23.3,37.6,73.3,25.2,11,7.8,1.9
Dec-17,08:00,79.6,57.7,179.9,19.1,16.1,9.1,6.2,28.4,40.9,84.5,24,11.9,8.4,2.2
Dec-17,09:00,81.4,58.9,183.8,19.7,17.2,9.4,6.3,27.5,40.1,82.2,25.1,12.2,8.4,2.2
Dec-17,10:00,78.4,59.2,179.6,20,18.3,9.8,5.8,23.3,38.2,74,27.4,12.5,8.8,2.1
Dec-17,11:00,73.6,57.8,170.7,21.1,19.3,9.5,5.8,20.1,36.6,67.4,29.7,12.9,8.9,2.1
Dec-17,12:00,70.1,57.8,165.4,22,19.9,9.6,6,17.5,35.7,62.5,31.9,13.1,8.9,2.1
Dec-17,13:00,66.5,58.5,160.6,21.9,20.6,9.9,6.1,15.6,36,59.9,32.3,13.6,9,2
Dec-17,14:00,66.7,60.1,162.5,21.5,20.3,9.7,5.8,15.5,37.5,61.2,31.5,13.8,9.1,1.9
Dec-17,15:00,70,63.5,170.9,19.4,19.5,9.6,5.8,17.1,41.3,67.5,28.5,13.5,9,2.1
Dec-17,16:00,72.7,66.8,178.3,17.6,19,10.1,6.1,19.3,45.3,74.9,24.9,13.5,9.1,2.1
Dec-17,17:00,74.2,67.6,181.5,17.1,20.1,11.4,6,21.4,47.1,79.9,23.3,14.2,9.6,2.1
Dec-17,18:00,75.9,68.6,185,16.5,20.7,11.8,5.9,22.5,47.6,82.1,22.5,14.8,10.7,2.1
Dec-17,19:00,68.3,64.7,169.5,17.4,21,12.4,5.9,22.9,45.9,81,23.2,15.6,11.6,2.2
Dec-17,20:00,59.2,59.5,150.3,18.6,21.3,12.6,5.8,21,43,75.1,24.6,16.1,11.6,2.3
Dec-17,21:00,53.3,55.6,137.4,19.8,20.2,12.3,5.4,18.6,40,68.4,25.8,15.5,11.9,2
Dec-17,22:00,50.4,53.4,130.7,20.6,19,11.9,5.2,17.8,38.1,65.4,26.9,14.9,11.5,2
Dec-17,23:00,46.4,49.9,121.1,21.9,17.7,10.7,5.3,15.7,34.9,59,29,14.2,10.7,1.9
Jan-18,00:00,27,34.4,75.8,33.1,17.3,10.1,2.5,12.2,25.5,41.1,39.3,15.1,11.3,1.8
Jan-18,01:00,20.5,29.7,61.1,36,15.5,9.3,2.1,10.4,23.4,37,41.1,14.2,10.8,1.7
Jan-18,02:00,17.7,27.2,54.3,35.5,14.5,8.8,2.2,8.5,20.7,31.5,43,13.2,10.2,1.6
Jan-18,03:00,16.3,26.5,51.4,35.1,14.3,8.8,2,7.6,20.2,30,42.3,13.2,10,1.7
Jan-18,04:00,18.8,27.9,56.8,34.5,14.9,8.6,2.7,7.7,20.7,30.5,41.9,13.7,9.9,1.8
Jan-18,05:00,29.6,34.8,80.2,29.9,15.1,8.9,3.1,9.3,23.9,34.7,39.7,13.4,9.8,1.9
Jan-18,06:00,50.9,47,125,24.6,16.7,9.8,3.7,14.6,30.8,47.1,35,13.4,10,2.1
Jan-18,07:00,68.8,56.1,161.5,20.4,18.3,10.5,3.7,22,38.8,68,28.9,14.1,9.9,2.3
Jan-18,08:00,76,59.6,176.2,18.3,19.7,11,3.7,25.7,42.2,76.1,25.7,15.2,10.7,2.3
Jan-18,09:00,73,58.9,170.8,19.5,20.8,11.2,3.9,24.2,40.6,72.6,27.9,15.4,11.2,2.4
Jan-18,10:00,66.5,55.9,157.9,22.8,21.7,10.4,3.7,19.8,36.7,61.5,32.3,15.8,11.2,2.3
Jan-18,11:00,59.6,52.8,144.2,25.3,22.3,10.1,3.5,16,33.1,52.6,36.6,15.5,11.1,2.2
Jan-18,12:00,53.3,50.3,132,26.7,22.7,10.4,3.3,13.5,30.6,46.8,39.5,16,10.5,2.3
Jan-18,13:00,51.5,49.6,128.5,27.3,22.2,10.1,3,11.6,29.4,42.4,41.1,15.5,10.2,2.2
Jan-18,14:00,50.4,49.7,127,27.7,20.7,10.1,3.1,12.2,30.3,44.4,40.7,14.1,10,2.1
Jan-18,15:00,53.2,53.8,135.4,25.4,20.5,9.8,3.2,13,33.9,49.1,37.6,13.9,10.1,2.1
Jan-18,16:00,56.4,58.3,144.7,22.6,20.8,10.2,3.2,13.6,38.4,54.1,33.5,14.5,10.4,2.3
Jan-18,17:00,57.9,60.3,149.2,21,21.1,11.2,3.3,14.8,41,58.2,30.5,15.2,11.1,2.1
